ID,BUS ID,Source,Destination,Arrival Time,Boarding Time,Trip Start Time,Departure Time,Queue Delay,Halting Delay,Road Delay,Waiting Time,Total Delay
10,2,Mogbazar,Mohakhali,3.21891,3.21891,5.11326,5.23183,0,1.89435,0.118574,1.89435,2.01293
14,2,Mogbazar,Mohakhali,5.11326,5.11326,5.11326,5.23183,0,0,0.118574,0,0.118574
24,1,Mogbazar,Mohakhali,7.39632,7.39632,7.39632,7.90668,0,0,0.510356,0,0.510356
1,4,Mogbazar,Mohakhali,0.549627,0.549627,8.38376,9.83899,0,7.83413,1.45523,7.83413,9.28936
15,4,Mogbazar,Mohakhali,5.38602,5.38602,8.38376,9.83899,0,2.99774,1.45523,2.99774,4.45297
22,4,Mogbazar,Mohakhali,7.18117,7.18117,8.38376,9.83899,0,1.20259,1.45523,1.20259,2.65782
29,4,Mogbazar,Mohakhali,8.38376,8.38376,8.38376,9.83899,0,0,1.45523,0,1.45523
45,1,Mohakhali,Mogbazar,15.9366,15.9366,15.9366,17.0211,0,0,1.08449,0,1.08449
40,3,Mogbazar,Mohakhali,12.1049,12.1049,18.8902,19.1306,0,6.78534,0.240345,6.78534,7.02568
50,3,Mogbazar,Mohakhali,18.0471,18.0471,18.8902,19.1306,0,0.843145,0.240345,0.843145,1.08349
51,3,Mogbazar,Mohakhali,18.8902,18.8902,18.8902,19.1306,0,0,0.240345,0,0.240345
69,1,Mogbazar,Mohakhali,23.1149,23.1149,23.1149,24.4761,0,0,1.36117,0,1.36117
18,2,Mohakhali,Mogbazar,5.99973,5.99973,27.5185,28.0137,0,21.5187,0.49527,21.5187,22.014
78,2,Mohakhali,Mogbazar,27.5185,27.5185,27.5185,28.0137,0,0,0.49527,0,0.49527
6,9,Mogbazar,Mohakhali,2.12139,2.12139,27.7711,28.7948,0,25.6498,1.02362,25.6498,26.6734
11,9,Mogbazar,Mohakhali,4.10801,4.10801,27.7711,28.7948,0,23.6631,1.02362,23.6631,24.6868
12,9,Mogbazar,Mohakhali,4.26248,4.26248,27.7711,28.7948,0,23.5087,1.02362,23.5087,24.5323
30,9,Mogbazar,Mohakhali,8.73556,8.73556,27.7711,28.7948,0,19.0356,1.02362,19.0356,20.0592
32,9,Mogbazar,Mohakhali,9.02597,9.02597,27.7711,28.7948,0,18.7452,1.02362,18.7452,19.7688
35,9,Mogbazar,Mohakhali,10.4423,10.4423,27.7711,28.7948,0,17.3288,1.02362,17.3288,18.3525
47,9,Mogbazar,Mohakhali,16.6582,16.6582,27.7711,28.7948,0,11.1129,1.02362,11.1129,12.1365
53,9,Mogbazar,Mohakhali,18.9826,18.9826,27.7711,28.7948,0,8.78852,1.02362,8.78852,9.81214
79,9,Mogbazar,Mohakhali,27.7711,27.7711,27.7711,28.7948,0,0,1.02362,0,1.02362
31,7,Mogbazar,Mohakhali,8.99012,8.99012,22.3877,29.2372,0,13.3976,6.84948,13.3976,20.2471
43,7,Mogbazar,Mohakhali,14.0683,14.0683,22.3877,29.2372,0,8.31943,6.84948,8.31943,15.1689
49,7,Mogbazar,Mohakhali,17.4955,17.4955,22.3877,29.2372,0,4.89222,6.84948,4.89222,11.7417
56,7,Mogbazar,Mohakhali,19.6298,19.6298,22.3877,29.2372,0,2.75789,6.84948,2.75789,9.60737
62,7,Mogbazar,Mohakhali,21.461,21.461,22.3877,29.2372,0,0.926676,6.84948,0.926676,7.77616
63,7,Mogbazar,Mohakhali,21.8969,21.8969,22.3877,29.2372,0,0.490815,6.84948,0.490815,7.3403
66,7,Mogbazar,Mohakhali,22.3877,22.3877,22.3877,29.2372,0,0,6.84948,0,6.84948
4,8,Mogbazar,Mohakhali,1.44082,1.44082,28.4658,29.7377,0,27.025,1.2719,27.025,28.2969
34,8,Mogbazar,Mohakhali,9.92306,9.92306,28.4658,29.7377,0,18.5428,1.2719,18.5428,19.8147
37,8,Mogbazar,Mohakhali,10.9591,10.9591,28.4658,29.7377,0,17.5067,1.2719,17.5067,18.7786
39,8,Mogbazar,Mohakhali,11.0893,11.0893,28.4658,29.7377,0,17.3765,1.2719,17.3765,18.6484
46,8,Mogbazar,Mohakhali,16.603,16.603,28.4658,29.7377,0,11.8629,1.2719,11.8629,13.1348
74,8,Mogbazar,Mohakhali,26.7096,26.7096,28.4658,29.7377,0,1.75621,1.2719,1.75621,3.02811
75,8,Mogbazar,Mohakhali,26.8777,26.8777,28.4658,29.7377,0,1.58817,1.2719,1.58817,2.86008
80,8,Mogbazar,Mohakhali,28.4658,28.4658,28.4658,29.7377,0,0,1.2719,0,1.2719
41,6,Mogbazar,Mohakhali,13.7449,13.7449,30.1329,30.8512,0,16.388,0.718341,16.388,17.1063
60,6,Mogbazar,Mohakhali,20.998,20.998,30.1329,30.8512,0,9.13486,0.718341,9.13486,9.8532
64,6,Mogbazar,Mohakhali,21.9268,21.9268,30.1329,30.8512,0,8.20612,0.718341,8.20612,8.92446
71,6,Mogbazar,Mohakhali,25.0257,25.0257,30.1329,30.8512,0,5.10719,0.718341,5.10719,5.82553
72,6,Mogbazar,Mohakhali,25.2507,25.2507,30.1329,30.8512,0,4.88223,0.718341,4.88223,5.60057
85,6,Mogbazar,Mohakhali,30.1329,30.1329,30.1329,30.8512,0,0,0.718341,0,0.718341
86,2,Mogbazar,Mohakhali,30.18,30.18,31.2501,31.7473,0,1.07006,0.497218,1.07006,1.56727
87,2,Mogbazar,Mohakhali,31.2501,31.2501,31.2501,31.7473,0,0,0.497218,0,0.497218
2,5,Mogbazar,Mohakhali,0.590878,0.590878,31.7141,31.8149,0,31.1232,0.100744,31.1232,31.224
33,5,Mogbazar,Mohakhali,9.39945,9.39945,31.7141,31.8149,0,22.3147,0.100744,22.3147,22.4154
65,5,Mogbazar,Mohakhali,22.2162,22.2162,31.7141,31.8149,0,9.49795,0.100744,9.49795,9.59869
82,5,Mogbazar,Mohakhali,29.912,29.912,31.7141,31.8149,0,1.80208,0.100744,1.80208,1.90282
89,5,Mogbazar,Mohakhali,31.7141,31.7141,31.7141,31.8149,0,0,0.100744,0,0.100744
19,10,Mogbazar,Mohakhali,6.64917,6.64917,31.5317,32.8313,0,24.8825,1.29963,24.8825,26.1821
20,10,Mogbazar,Mohakhali,6.70427,6.70427,31.5317,32.8313,0,24.8274,1.29963,24.8274,26.127
28,10,Mogbazar,Mohakhali,8.2219,8.2219,31.5317,32.8313,0,23.3098,1.29963,23.3098,24.6094
38,10,Mogbazar,Mohakhali,10.9884,10.9884,31.5317,32.8313,0,20.5432,1.29963,20.5432,21.8429
59,10,Mogbazar,Mohakhali,20.4258,20.4258,31.5317,32.8313,0,11.1058,1.29963,11.1058,12.4055
68,10,Mogbazar,Mohakhali,23.0562,23.0562,31.5317,32.8313,0,8.47546,1.29963,8.47546,9.77509
70,10,Mogbazar,Mohakhali,24.2282,24.2282,31.5317,32.8313,0,7.30348,1.29963,7.30348,8.60311
76,10,Mogbazar,Mohakhali,26.9345,26.9345,31.5317,32.8313,0,4.59712,1.29963,4.59712,5.89675
81,10,Mogbazar,Mohakhali,29.1059,29.1059,31.5317,32.8313,0,2.42577,1.29963,2.42577,3.72541
88,10,Mogbazar,Mohakhali,31.5317,31.5317,31.5317,32.8313,0,0,1.29963,0,1.29963
110,1,Mohakhali,Mogbazar,37.2794,37.2794,37.2794,38.1038,0,0,0.824381,0,0.824381
90,1,Mogbazar,Mohakhali,32.1968,38.1038,38.1038,40.3493,5.90695,0,2.24555,5.90695,8.1525
94,1,Mogbazar,Mohakhali,33.6715,38.1038,38.1038,40.3493,4.43221,0,2.24555,4.43221,6.67776
95,1,Mogbazar,Mohakhali,33.8106,38.1038,38.1038,40.3493,4.29319,0,2.24555,4.29319,6.53874
96,1,Mogbazar,Mohakhali,33.8368,38.1038,38.1038,40.3493,4.26693,0,2.24555,4.26693,6.51247
97,1,Mogbazar,Mohakhali,33.85,38.1038,38.1038,40.3493,4.25371,0,2.24555,4.25371,6.49925
98,1,Mogbazar,Mohakhali,34.2276,38.1038,38.1038,40.3493,3.87612,0,2.24555,3.87612,6.12166
99,1,Mogbazar,Mohakhali,34.4383,38.1038,38.1038,40.3493,3.66547,0,2.24555,3.66547,5.91102
101,1,Mogbazar,Mohakhali,34.8839,38.1038,38.1038,40.3493,3.21981,0,2.24555,3.21981,5.46536
102,1,Mogbazar,Mohakhali,35.8363,38.1038,38.1038,40.3493,2.26744,0,2.24555,2.26744,4.51298
105,1,Mogbazar,Mohakhali,36.5517,38.1038,38.1038,40.3493,1.55206,0,2.24555,1.55206,3.79761
106,1,Mogbazar,Mohakhali,36.695,38.1038,38.1038,40.3493,1.40877,0,2.24555,1.40877,3.65432
111,1,Mogbazar,Mohakhali,37.6226,38.1038,38.1038,40.3493,0.481194,0,2.24555,0.481194,2.72674
104,2,Mohakhali,Mogbazar,36.434,36.434,44.3943,45.5755,0,7.96031,1.18121,7.96031,9.14152
134,2,Mohakhali,Mogbazar,44.3943,44.3943,44.3943,45.5755,0,0,1.18121,0,1.18121
54,3,Mohakhali,Mogbazar,19.1307,19.1307,39.6098,46.8918,0,20.4792,7.28192,20.4792,27.7611
57,3,Mohakhali,Mogbazar,19.7301,19.7301,39.6098,46.8918,0,19.8797,7.28192,19.8797,27.1617
118,3,Mohakhali,Mogbazar,39.6098,39.6098,39.6098,46.8918,0,0,7.28192,0,7.28192
77,4,Mohakhali,Mogbazar,27.255,27.255,48.5778,48.9105,0,21.3228,0.332695,21.3228,21.6555
84,4,Mohakhali,Mogbazar,30.1166,30.1166,48.5778,48.9105,0,18.4612,0.332695,18.4612,18.7939
92,4,Mohakhali,Mogbazar,33.1931,33.1931,48.5778,48.9105,0,15.3847,0.332695,15.3847,15.7174
150,4,Mohakhali,Mogbazar,48.5778,48.5778,48.5778,48.9105,0,0,0.332695,0,0.332695
112,2,Mogbazar,Mohakhali,38.3787,45.5755,45.5755,49.1149,7.1968,0,3.53934,7.1968,10.7361
115,2,Mogbazar,Mohakhali,39.1103,45.5755,45.5755,49.1149,6.46527,0,3.53934,6.46527,10.0046
116,2,Mogbazar,Mohakhali,39.2787,45.5755,45.5755,49.1149,6.29682,0,3.53934,6.29682,9.83615
119,2,Mogbazar,Mohakhali,39.7246,45.5755,45.5755,49.1149,5.85089,0,3.53934,5.85089,9.39023
120,2,Mogbazar,Mohakhali,40.4375,45.5755,45.5755,49.1149,5.138,0,3.53934,5.138,8.67734
122,2,Mogbazar,Mohakhali,40.5406,45.5755,45.5755,49.1149,5.03497,0,3.53934,5.03497,8.57431
124,2,Mogbazar,Mohakhali,40.8502,45.5755,45.5755,49.1149,4.72529,0,3.53934,4.72529,8.26462
125,2,Mogbazar,Mohakhali,41.1355,45.5755,45.5755,49.1149,4.44008,0,3.53934,4.44008,7.97942
126,2,Mogbazar,Mohakhali,41.308,45.5755,45.5755,49.1149,4.26756,0,3.53934,4.26756,7.8069
127,2,Mogbazar,Mohakhali,41.329,45.5755,45.5755,49.1149,4.24656,0,3.53934,4.24656,7.7859
128,2,Mogbazar,Mohakhali,41.956,45.5755,45.5755,49.1149,3.61951,0,3.53934,3.61951,7.15885
129,2,Mogbazar,Mohakhali,42.7119,45.5755,45.5755,49.1149,2.86361,0,3.53934,2.86361,6.40295
130,2,Mogbazar,Mohakhali,42.875,45.5755,45.5755,49.1149,2.70053,0,3.53934,2.70053,6.23987
131,2,Mogbazar,Mohakhali,43.0927,45.5755,45.5755,49.1149,2.48286,0,3.53934,2.48286,6.0222
136,2,Mogbazar,Mohakhali,44.7413,45.5755,45.5755,49.1149,0.834252,0,3.53934,0.834252,4.37359
137,2,Mogbazar,Mohakhali,45.1581,45.5755,45.5755,49.1149,0.417433,0,3.53934,0.417433,3.95677
138,3,Mogbazar,Mohakhali,45.6095,46.8918,46.8918,49.3126,1.28227,0,2.42085,1.28227,3.70313
140,3,Mogbazar,Mohakhali,46.4562,46.8918,46.8918,49.3126,0.435574,0,2.42085,0.435574,2.85643
141,3,Mogbazar,Mohakhali,46.8578,46.8918,46.8918,49.3126,0.0339395,0,2.42085,0.0339395,2.45479
142,4,Mogbazar,Mohakhali,46.9919,48.9105,48.9105,50.3678,1.91857,0,1.45731,1.91857,3.37588
143,4,Mogbazar,Mohakhali,46.9989,48.9105,48.9105,50.3678,1.91159,0,1.45731,1.91159,3.3689
144,4,Mogbazar,Mohakhali,47.0232,48.9105,48.9105,50.3678,1.88733,0,1.45731,1.88733,3.34464
146,4,Mogbazar,Mohakhali,47.2902,48.9105,48.9105,50.3678,1.62033,0,1.45731,1.62033,3.07764
147,4,Mogbazar,Mohakhali,47.463,48.9105,48.9105,50.3678,1.44752,0,1.45731,1.44752,2.90482
148,4,Mogbazar,Mohakhali,47.7009,48.9105,48.9105,50.3678,1.20964,0,1.45731,1.20964,2.66694
184,2,Mohakhali,Mogbazar,56.184,56.184,57.467,61.2203,0,1.28303,3.75327,1.28303,5.0363
188,2,Mohakhali,Mogbazar,57.467,57.467,57.467,61.2203,0,0,3.75327,0,3.75327
152,2,Mogbazar,Mohakhali,49.4542,61.2203,61.2203,65.6711,11.7661,0,4.45084,11.7661,16.2169
153,2,Mogbazar,Mohakhali,49.58,61.2203,61.2203,65.6711,11.6403,0,4.45084,11.6403,16.0911
154,2,Mogbazar,Mohakhali,50.1501,61.2203,61.2203,65.6711,11.0702,0,4.45084,11.0702,15.521
155,2,Mogbazar,Mohakhali,50.1626,61.2203,61.2203,65.6711,11.0577,0,4.45084,11.0577,15.5085
156,2,Mogbazar,Mohakhali,50.2176,61.2203,61.2203,65.6711,11.0027,0,4.45084,11.0027,15.4535
157,2,Mogbazar,Mohakhali,50.3479,61.2203,61.2203,65.6711,10.8724,0,4.45084,10.8724,15.3233
158,2,Mogbazar,Mohakhali,50.4338,61.2203,61.2203,65.6711,10.7865,0,4.45084,10.7865,15.2373
159,2,Mogbazar,Mohakhali,50.8564,61.2203,61.2203,65.6711,10.3639,0,4.45084,10.3639,14.8147
160,2,Mogbazar,Mohakhali,51.0329,61.2203,61.2203,65.6711,10.1874,0,4.45084,10.1874,14.6382
161,2,Mogbazar,Mohakhali,51.7544,61.2203,61.2203,65.6711,9.46593,0,4.45084,9.46593,13.9168
162,2,Mogbazar,Mohakhali,52.0038,61.2203,61.2203,65.6711,9.21645,0,4.45084,9.21645,13.6673
163,2,Mogbazar,Mohakhali,52.0104,61.2203,61.2203,65.6711,9.20994,0,4.45084,9.20994,13.6608
164,2,Mogbazar,Mohakhali,52.2289,61.2203,61.2203,65.6711,8.99142,0,4.45084,8.99142,13.4423
165,2,Mogbazar,Mohakhali,52.2583,61.2203,61.2203,65.6711,8.96198,0,4.45084,8.96198,13.4128
166,2,Mogbazar,Mohakhali,52.4202,61.2203,61.2203,65.6711,8.80006,0,4.45084,8.80006,13.2509
168,2,Mogbazar,Mohakhali,52.8869,61.2203,61.2203,65.6711,8.33342,0,4.45084,8.33342,12.7843
170,2,Mogbazar,Mohakhali,53.1215,61.2203,61.2203,65.6711,8.0988,0,4.45084,8.0988,12.5496
